id,label,sentence
17191,0, 1906 .
17192,0, 6967 . The U.S. government began developing a social welfare policy during the Great Depression of the 1930s .
17193,0," By the 1960s , social welfare had become a major function of the federal government — one to which most public policy funds are devoted — and had developed to serve several overlapping functions ."
17194,0," 6970 . One of the oldest and largest pieces of social welfare policy is Social Security , which cost the United States about $ 845 billion in 2014 alone ."
17195,0," “ An Update to the Budget and Economic Outlook : 2014 to 2024 , ” 27 August 2014 . https://www.cbo.gov/publication/45653 ( March 1 , 2016 ) ."
17196,0," These costs are offset by a 12.4 percent payroll tax on all wages up to $ 118,500 ; employers and workers who are not self - employed split the bill for each worker , whereas the self - employed pay their entire share ."
17197,0," “ Update 2016 , ” https://www.ssa.gov/pubs/EN-05-10003.pdf ( March 1 , 2016 ) ."
17198,0, Social Security was conceived as a solution to several problems inherent to the Industrial Era economy .
17199,0," First , by the 1920s and 1930s , an increasing number of workers were earning their living through manual or day - wage labor that depended on their ability to engage in physical activity ( [ link ] ) ."
17200,0," 6973 . During the George W. Bush administration , Social Security became a highly politicized topic as the Republican Party sought to find a way of preventing what experts predicted would be the impending collapse of the Social Security system ( [ link ] ) ."
17201,0," In 1950 , the ratio of workers paying into the program to beneficiaries receiving payments was 16.5 to 1 ."
17202,0, 6976 . More than 50 percent of all health care dollars spent were being spent by the U.S. government well before the ACA was enacted .
17203,0," As you have already learned , Medicare was created decades earlier ."
17204,0," Despite protesters ’ resistance to government involvement in health care , there is no keeping government out of Medicare ; the government IS Medicare ."
17205,0, 6979 . A second approach to creating public policy is a bit more objective .
17206,0," Rather than starting with what ought to happen and seeking ways to make it so , policy analysts try to identify all the possible choices available to a decision maker and then gauge their impacts if implemented ."
17207,0," The goal of the analyst is n’t really to encourage the implementation of any of the options ; rather , it is to make sure decision makers are fully informed about the implications of the decisions they do make ."
17208,0, 6982 . Acid rain provides another nice illustration of agenda setting and the problems and solutions subphases .
17209,0," Acid rain is a widely recognized problem that did not make it on to the governmental policy agenda until Congress passed the Air Quality Act of 1967 , long after environmental groups started asking for laws to regulate pollution ."
17210,0," 6985 . Until the 1930s , most policy advocates argued that the best way for the government to interact with the economy was through a hands - off approach formally known as laissez - faire economics ."
17211,1, These policymakers believed the key to economic growth and development was the government ’s allowing private markets to operate efficiently .
17212,0, 6988 . The End of Prosperity : How Higher Taxes Will Doom the Economy .
17213,0, New York : Simon & Schuster .
17214,1," They called for an approach known as supply - side economics , which argues that economic growth is largely a function of the productive capacity of a country ."
17215,0," Supply - siders have argued that increased regulation and higher taxes reduce the incentive to invest new money into the economy , to the point where little growth can occur ."
17216,0," 6991 . In theory , the amount of revenue raised by the national government should be equal to these expenses , but with the exception of a brief period from 1998 to 2000 , that has not been the case ."
17217,0," The economic recovery from the 2007–2009 recession , and budget control efforts implemented since then , have managed to cut the annual deficit — the amount by which expenditures are greater than revenues — by more than half ."
17218,0," However , the amount of money the U.S. government needed to borrow to pay its bills in 2016 was still in excess of $ 400 billion"
17219,0," “ The Federal Budget in 2015 : An Infographic , ” 6 January 2016 . www.cbo.gov/publication/51110 ( March 1 , 2016 ) . ."
17220,1," 6994 . Supply - siders , on the other hand , prefer regressive tax systems , which lower the overall rate as individuals make more money ."
17221,0," This does not automatically mean the wealthy pay less than the poor , simply that the percentage of their income they pay in taxes will be lower ."
17222,0," 6997 . If you have read or watched the news for the past several years , perhaps you have heard the names Janet Yellen , Ben Bernanke , or Alan Greenspan ."
17223,0, Bernanke and Greenspan are recent past chairs of the board of governors of the Federal Reserve System ; Yellen is the current chair ( [ link ] ) .
17224,0, 7000 . Domestic issues can sometimes become international ones when it comes to such topics as foreign trade .
17225,0," Here , President George W. Bush shakes hands with legislators and administration officials after signing the Central American Free Trade Agreement ( CAFTA ) Implementation Act on August 2 , 2005 ."
17226,0, 7003 . The payoff of stability that comes from other U.S. foreign policy goals is peace and tranquility .
17227,0," While certainly looking out for its own strategic interests in considering foreign policy strategy , the United States nonetheless attempts to support international peace through many aspects of its foreign policy , such as foreign aid , and through its support of and participation in international organizations such as the United Nations , the North Atlantic Treaty Organization ( NATO ) , and the Organization of American States ."
17228,0," 7006 . On June 26 , 2015 , House minority leader Nancy Pelosi ( D - CA ) joined UN secretary - general Ban Ki - moon , California governor Jerry Brown , and other dignitaries to commemorate the seventieth anniversary of the adoption of the UN Charter in San Francisco ."
17229,0, ( credit : modification of work by “ Nancy Pelosi ” / Flickr )
17230,1," 7009 . A country is said to be engaging in protectionism when it does not permit other countries to sell goods and services within its borders , or when it charges them very high tariffs ( or import taxes ) to do so ."
17231,1," At the other end of the spectrum is a free trade approach , in which a country allows the unfettered flow of goods and services between itself and other countries ."
17232,0," At times the United States has been free trade – oriented , while at other times it has been protectionist ."
17233,0," 7012 . For many , foreign policy is synonymous with diplomacy ."
17234,1," Diplomacy is the establishment and maintenance of a formal relationship between countries that governs their interactions on matters as diverse as tourism , the taxation of goods they trade , and the landing of planes on each other ’s runways ."
17235,0," While diplomatic relations are not always rosy , when they are operating it does suggest that things are going well between the countries ."
17236,0," 7015 . Such war can be offensive , as were the Iraq War in 2003 and the 1989 removal of Panamanian leader Manuel Noriega ."
17237,1," Or it can be defensive , as a means to respond to aggression from others , such as the Persian Gulf War in 1991 , also known as Operation Desert Storm ( [ link ] ) ."
17238,0," The potential for military engagement , and indeed the scattering about the globe of hundreds of U.S. military installations , can also be a potential source of foreign policy strength for the United States ."
17239,1, 7018 . The European Union is the single supranational entity with some real and significant authority over its member nations .
17240,0," Adoption of its common currency , the euro , brings with it concessions from countries on a variety of matters , and the EU ’s economic and environmental regulations are the strictest in the world ."
17241,0," 7021 . Many statutes affect what the government can do in the foreign policy realm , including the National Security Act , the Patriot Act , the Homeland Security Act , and the War Powers Resolution ."
17242,1," The National Security Act governs the way the government shares and stores information , while the Patriot Act ( passed immediately after 9/11 ) clarifies what the government may do in collecting information about people in the name of protecting the country ."
17243,0, 7024 . Treaty Politics and the Rise of Executive Agreements : International Commitments in a System of Shared Powers .
17244,0," Ann Arbor , MI : University of Michigan Press ."
17245,1," Executive agreements are negotiated by the president , and in the case of sole executive agreements , they are simultaneously approved by the president as well ."
17246,1," On the other hand , congressional - executive agreements , like the North American Free Trade Agreement ( NAFTA ) , are negotiated by the president and then approved by a simple majority of the House and Senate ( rather than a two - thirds vote in the Senate as is the case for a treaty ) ."
17247,0," 7027 . Should new international agreements into which the United States enters be forged through the Article II treaty process of the U.S. Constitution , or through executive agreements ?"
17248,0, This question arose again in 2015 as the Iran Nuclear Agreement was being completed .
17249,0," 7030 . Madeleine Albright ( a ) , the first female secretary of state , was nominated by President Bill Clinton and unanimously confirmed by the Senate 99 – 0 ."
17250,0," Colin Powell ( b ) , nominated by George W. Bush , was also unanimously confirmed ."
17251,0," Condoleezza Rice ( c ) had a more difficult road , earning thirteen votes against , the most for any secretary of state nominee since Henry Clay in 1825 ."
17252,0, 7033 . Perhaps the most famous foreign policy emergency was the Cuban Missile Crisis in 1962 .
17253,0," With the Soviet Union placing nuclear missiles in Cuba , just a few hundred miles from Florida , a Cold War standoff with the United States escalated ."
17254,0, 7036 . President Jimmy Carter meets with Egypt ’s Anwar El Sadat ( left ) and Israel ’s Menachem Begin ( right ) at Camp David in 1978 ( a ) .
17255,0, President George H. W. Bush ( right ) dines with Mikhail Gorbachev ( left ) at the Malta Summit in 1989 ( b ) .
17256,0, ( credit b : modification of work by the National Archives and Records Administration )
17257,0," 7039 . In the realm of foreign policy and international relations , the president occupies a leadership spot that is much clearer than in the realm of domestic policy ."
17258,0, This dual domestic and international role has been described by the two presidencies thesis .
17259,0," This theory originated with University of California – Berkeley professor Aaron Wildavsky and suggests that there are two distinct presidencies , one for foreign policy and one for domestic policy , and that presidents are more successful in foreign than domestic policy ."
17260,0, 7042 . The wall was erected in 1963 by East Germany to keep its citizens from defecting to West Berlin .
17261,0," On September 14 , 2001 , President George W. Bush promises justice at the site of the destroyed World Trade Center in New York City ( b ) ."
17262,0," Rescue workers responded by chanting “ U.S.A. , U.S.A. ! ” ( credit a : modification of work by the John F. Kennedy Library )"
17263,0," 7045 . Senator Bob Corker ( R - TN ) ( a ) , the chairman of the Senate Committee on Foreign Relations , and Senator Ben Cardin ( D - MD ) ( b ) , the ranking Democrat on the committee , each addressed Secretary of State John Kerry during the February 2016 discussion of the Obama administration ’s 2017 federal budget hearings ."
17264,0," ( credit a , b : modification of work by the U.S. Department of State )"
17265,1," 7048 . Even more important on intelligence than the CIA director is the director of national intelligence , a position created in the government reorganizations after 9/11 , who oversees the entire intelligence community in the U.S. government ."
17266,0," The Joint Chiefs of Staff consist of six members , one each from the Army , Navy , Air Force , and Marines , plus a chair and vice chair ."
17267,0, The chair of the Joint Chiefs of Staff is the president ’s top uniformed military officer .
17268,1," 7051 . The secretary of defense , who is the civilian ( nonmilitary ) head of the armed services housed in the Department of Defense , is also a key cabinet member for foreign policy ( as mentioned above ) ."
17269,1," A third cabinet secretary , the secretary of homeland security , is critically important in foreign policy , overseeing the massive Department of Homeland Security ( [ link ] ) ."
17270,1," 7054 . From the end of the Revolutionary War in the late eighteenth century until the early twentieth century , isolationism — whereby a country stays out of foreign entanglements and keeps to itself — was a popular stance in U.S. foreign policy ."
17271,0," Among the founders , Thomas Jefferson especially was an advocate of isolationism or non - involvement ."
17272,0," He thought that by keeping to itself , the United States stood a better chance of becoming a truly free nation ."
17273,0, 7060 . President Nixon and First Lady Patricia Nixon visited the Great Wall on their 1972 trip to China .
17274,0, The Chinese showed them the sights and hosted a banquet for them in the Great Hall of the People .
17275,0," 7063 . Preemption is a new idea ; the United States has tended to be retaliatory in its use of military force , as in the case of Pearl Harbor at the start of World War II ."
17276,0," Examples of neoconservativism in action are the 1980s U.S. campaigns in Central American countries to turn back communism under President Ronald Reagan , the Iraq War of 2003 led by President George W. Bush and his vice president Dick Cheney ( [ link ] ) , and the use of drones as counterterrorism weapons during the Obama administration ."
17277,0," Heading to a going - away party for departing defense secretary Donald Rumsfeld in December 2006 , former president George W. Bush ( left ) walks with then - vice president ( and former secretary of defense ) Dick Cheney ( center ) , the prototypical twenty - first century foreign policy neoconservative ."
17278,0, Rumsfeld is on the right .
17279,0, 7066 . The foreign policy environment from the end of World War II until the end of the Cold War in 1990 was dominated by a duel of superpowers between the United States and its Western allies on the one hand and the Soviet Union and the communist bloc of countries in the East on the other .
17280,0, Both superpowers developed thousands of weapons of mass destruction and readied for a potential world war to be fought with nuclear weapons .
17281,0," 7069 . Berkeley : University of California Press , chapter 1 ."
17282,0, The Spanish - speaking population of the United States increased following the Spanish - American War in 1898 with the incorporation of Puerto Rico as a U.S. territory .
17283,0," In 1917 , during World War I , the Jones Act granted U.S. citizenship to Puerto Ricans ."
17284,0," 7072 . At the same time that the federal government sought to restrict Hispanic and Latino immigration to the United States , the Mexican American civil rights movement grew stronger and more radical , just as the African American civil rights movement had done ."
17285,0," While African Americans demanded Black Power and called for Black Pride , young Mexican American civil rights activists called for Brown Power and began to refer to themselves as Chicanos , a term disliked by many older , conservative Mexican Americans , in order to stress their pride in their hybrid Spanish - Native American cultural identity ."
17286,0, See John R. Chavez .
17287,0, 1997 .
17288,0," 7075 . As Latino immigration to the United States increased in the late twentieth and early twenty - first centuries , discrimination also increased in many places ."
17289,0," In 1994 , California voters passed Proposition 187 ."
17290,0," The proposition sought to deny non - emergency health services , food stamps , welfare , and Medicaid to undocumented immigrants ."
17291,0, 7078 . Their willingness to work for less money than whites led white workers in California to call for a ban on Chinese immigration .
17292,0," In 1882 , Congress passed the Chinese Exclusion Act , which prevented Chinese from immigrating to the United States for ten years and prevented Chinese already in the country from becoming citizens ( [ link ] ) ."
17293,0," In 1892 , the Geary Act extended the ban on Chinese immigration for another ten years ."
17294,0," 7081 . During World War II , citizens of Japanese descent living on the West Coast , whether naturalized immigrants or Japanese Americans born in the United States , were subjected to the indignity of being removed from their communities and interned under Executive Order 9066 ( [ link ] ) ."
17295,0, The reason was fear that they might prove disloyal to the United States and give assistance to Japan .
17296,0, 7084 . The Asian American Movement .
17297,0, Philadelphia : Temple University Press .
17298,0," In 1974 , in the case of Lau v. Nichols , Chinese American students in San Francisco sued the school district , claiming its failure to provide them with assistance in learning English denied them equal educational opportunities ."
17299,0," Lau v. Nichols , 414 U.S. 563 ( 1974 ) ."
17300,0, The Supreme Court found in favor of the students .
17301,0," 7087 . In 1966 , transgender prostitutes who were tired of police harassment rioted in San Francisco ."
17302,0," In June 1969 , gay men , lesbians , and transgender people erupted in violence when New York City police attempted to arrest customers at a gay bar in Greenwich Village called the Stonewall Inn ."
17303,0," The patrons ’ ability to resist arrest and fend off the police inspired many members of New York ’s LGBT community , and the riots persisted over several nights ."
17304,0," 7090 . 22 July 2011 . “ Obama Certifies End of Military ’s Gay Ban , ” http://www.nbcnews.com/id/43859711/ns/us_news-life/#.VrAzFlLxh-U ."
17305,0," In 2006 , in the case of Lawrence v. Texas , the Supreme Court ruled unconstitutional state laws that criminalized sexual intercourse between consenting adults of the same sex ."
17306,0," Lawrence v. Texas , 539 U.S. 558 ( 2003 ) ."
17307,0," 7093 . Congress had already passed such a law in 1993 ; it was intended to extend protection to minority religions , such as by allowing rituals of the Native American Church ."
17308,1," However , the Supreme Court in City of Boerne v. Flores ( 1997 ) ruled that the 1993 law applied only to the federal government and not to state governments ."
17309,0," City of Boerne v. Flores , 521 U.S. 507 ( 1997 ) ."
17310,0, Thus several state legislatures later passed their own Religious Freedom Restoration Acts .
17311,0, These laws state that the government can not “ substantially burden an individual ’s exercise of religion ” unless it would serve a “ compelling governmental interest ” to do so .
17312,0," 7096 . By the 1970s , however , concern for extending equal opportunities to all led to the passage of two important acts by Congress ."
17313,1," In 1973 , the Rehabilitation Act made it illegal to discriminate against people with disabilities in federal employment or in programs run by federal agencies or receiving federal funding ."
17314,1," This was followed by the Education for all Handicapped Children Act of 1975 , which required public schools to educate children with disabilities ."
17315,0," 7099 . In the twenty - first century , especially after the September 11 attacks , Muslims are the religious minority most likely to face discrimination ."
17316,0," Although Title VII of the Civil Rights Act of 1964 prevents employment discrimination on the basis of religion and requires employers to make reasonable accommodations so that employees can engage in religious rituals and practices , Muslim employees are often discriminated against ."
17317,0," Often the source of controversy is the wearing of head coverings by observant Muslims , which some employers claim violates uniform policies or dress codes , even when non - Muslim coworkers are allowed to wear head coverings that are not part of work uniforms ."
17318,0," “ Combatting Religious Discrimination and Protecting Religious Freedom , ” http://www.justice.gov/crt/combating-religious-discrimination-and-protecting-religious-freedom-16 ( April 10 , 2016 ) ."
17319,0," Hate crimes against Muslims have also increased since 9/11 , and many Muslims believe they are subject to racial profiling by law enforcement officers who suspect them of being terrorists ."
17320,0," Eric Lichtblau , “ Crimes Against Muslim Americans and Mosques Rise Sharply , ” New York Times , 17 December 2015 . http://www.nytimes.com/2015/12/18/us/politics/crimes-against-muslim-americans-and-mosques-rise-sharply.html?_r=0 ."
17321,0," 607 . The chain termination method involves DNA replication of a single - stranded template with the use of a primer and a regular deoxynucleotide ( dNTP ) , which is a monomer , or a single unit , of DNA ."
17322,0, The primer and dNTP are mixed with a small proportion of fluorescently labeled dideoxynucleotides ( ddNTPs ) .
17323,1, The ddNTPs are monomers that are missing a hydroxyl group ( – OH ) at the site at which another nucleotide usually attaches to form a chain ( [ link ] ) .
17324,0, 610 . This was sufficient for sequencing small genomes .
17325,0," However , the desire to sequence larger genomes , such as that of a human , led to the development of double - barrel shotgun sequencing , more formally known as pairwise - end sequencing ."
17326,0," However , the desire to sequence larger genomes , such as that of a human , led to the development of double - barrel shotgun sequencing , more formally known as pairwise - end sequencing ."
17327,1," In pairwise - end sequencing , both ends of each fragment are analyzed for overlap ."
17328,0, 613 . Having entire genomes sequenced helps with the research efforts in these model organisms .
17329,1, The process of attaching biological information to gene sequences is called genome annotation .
17330,0," Annotation of gene sequences helps with basic experiments in molecular biology , such as designing PCR primers and RNA targets ."
17331,0," 616 . Although mRNA analysis is a step in the right direction , not all mRNAs are translated into proteins ."
17332,1, The study of the function of proteomes is called proteomics .
17333,0, Proteomics complements genomics and is useful when scientists want to test their hypotheses that were based on genes .
17334,0, 622 . Such defects only account for approximately 5 percent of diseases in developed countries .
17335,1," Most of the common diseases , such as heart disease , are multi - factored or polygenic , which is a phenotypic characteristic that involves two or more genes , and also involve environmental factors such as diet ."
17336,0," In April 2010 , scientists at Stanford University published the genome analysis of a healthy individual ( Stephen Quake , a scientist at Stanford University , who had his genome sequenced ) ; the analysis predicted his propensity to acquire various diseases ."
17337,1, 628 . A heritable trait that helps the survival and reproduction of an organism in its present environment is called an adaptation .
17338,0, Scientists describe groups of organisms becoming adapted to their environment when a change in the range of genetic variation occurs over time that increases or maintains the “ fit ” of the population to its environment .
17339,1," 631 . Over time , evolution led to changes in the shapes and sizes of these bones in different species , but they have maintained the same overall layout ."
17340,0, Scientists call these synonymous parts homologous structures .
17341,0, Scientists call these synonymous parts homologous structures .
17342,1," 637 . A species is a group of individual organisms that interbreed and produce fertile , viable offspring ."
17343,0," According to this definition , one species is distinguished from another when , in nature , it is not possible for matings between individuals from each species to produce fertile offspring ."
17344,0, 640 . Biologists have proposed mechanisms by which this could occur that fall into two broad categories .
17345,1," Allopatric speciation ( allo- = "" other "" ; -patric = "" homeland "" ) involves geographic separation of populations from a parent species and subsequent evolution ."
17346,1," Sympatric speciation ( sym- = "" same "" ; -patric = "" homeland "" ) involves speciation occurring within a parent species remaining in one location ."
17347,1," 643 . Over time , the varied demands of their new lifestyles lead to multiple speciation events originating from a single species ."
17348,0," This is called adaptive radiation because many adaptations evolve from a single point of origin ; thus , causing the species to radiate into several new ones ."
17349,0," This is called adaptive radiation because many adaptations evolve from a single point of origin ; thus , causing the species to radiate into several new ones ."
17350,0, Island archipelagos like the Hawaiian Islands provide an ideal context for adaptive radiation events because water surrounds each island which leads to geographical isolation for many organisms .
17351,0," 646 . Given enough time , the genetic and phenotypic divergence between populations will affect characters that influence reproduction : if individuals of the two populations were to be brought together , mating would be less likely , but if mating occurred , offspring would be non - viable or infertile ."
17352,1," Many types of diverging characters may affect the reproductive isolation , the ability to interbreed , of the two populations ."
17353,0," 649 . Many organisms only reproduce at certain times of the year , often just annually ."
17354,1," Differences in breeding schedules , called temporal isolation , can act as a form of reproductive isolation ."
17355,0," For example , two species of frogs inhabit the same area , but one reproduces from January to March , whereas the other reproduces from March to May ( [ link ] ) ."
17356,0, These two related frog species exhibit temporal reproductive isolation .
17357,1, 652 . Other prezygotic barriers work when differences in their gamete cells ( eggs and sperm ) prevent fertilization from taking place ; this is called a gametic barrier .
17358,0," Similarly , in some cases closely related organisms try to mate , but their reproductive structures simply do not fit together ."
17359,1," 655 . In sum , the modern synthesis describes how evolutionary processes , such as natural selection , can affect a population ’s genetic makeup , and , in turn , how this can result in the gradual evolution of populations and species ."
17360,1," The theory also connects this change of a population over time , called microevolution , with the processes that gave rise to new species and higher taxonomic groups with widely divergent characters , called macroevolution ."
17361,1," The theory also connects this change of a population over time , called microevolution , with the processes that gave rise to new species and higher taxonomic groups with widely divergent characters , called macroevolution ."
17362,0," 658 . Some alleles will quickly become fixed in this way , meaning that every individual of the population will carry the allele , while detrimental mutations may be swiftly eliminated if derived from a dominant allele from the gene pool ."
17363,1, The gene pool is the sum of all the alleles in a population .
17364,1, 661 . Populations with two or more variations of particular characteristics are called polymorphic .
17365,1," The distribution of phenotypes among individuals , known as the population variation , is influenced by a number of factors , including the population ’s genetic structure and the environment ( [ link ] ) ."
17366,0, Understanding the sources of a phenotypic variation in a population is important for determining how a population will evolve in response to different evolutionary pressures .
17367,0," 664 . When scientists are involved in the breeding of a species , such as with animals in zoos and nature preserves , they try to increase a population ’s genetic variance to preserve as much of the phenotypic diversity as they can ."
17368,1," This also helps reduce the risks associated with inbreeding , the mating of closely related individuals , which can have the undesirable effect of bringing together deleterious recessive mutations that can cause abnormalities and susceptibility to disease ."
17369,0," For example , a disease that is caused by a rare , recessive allele might exist in a population , but it will only manifest itself when an individual carries two copies of the allele ."
17370,0," 667 . Another way a population ’s allele and genotype frequencies can change is genetic drift ( [ link ] ) , which is simply the effect of chance ."
17371,1," By chance , some individuals will have more offspring than others — not due to an advantage conferred by some genetically - encoded trait , but just because one male happened to be in the right place at the right time ( when the receptive female walked by ) or because the other one happened to be in the wrong place at the wrong time ( when a fox was hunting ) ."
17372,0," 670 . If individuals nonrandomly mate with their peers , the result can be a changing population ."
17373,0, There are many reasons nonrandom mating occurs .
17374,0," One reason is simple mate choice ; for example , female peahens may prefer peacocks with bigger , brighter tails ."
17375,0, 673 . Such geographical variation is seen between most populations and can be significant .
17376,1," One type of geographic variation , called a cline , can be seen as populations of a given species vary gradually across an ecological gradient ."
17377,0," Species of warm - blooded animals , for example , tend to have larger bodies in the cooler climates closer to the earth ’s poles , allowing them to better conserve heat ."
17378,1," 676 . However , it is not the absolute fitness of an individual that counts , but rather how it compares to the other organisms in the population ."
17379,0," This concept , called relative fitness , allows researchers to determine which individuals are contributing additional offspring to the next generation , and thus , how the population might evolve ."
17380,0," This concept , called relative fitness , allows researchers to determine which individuals are contributing additional offspring to the next generation , and thus , how the population might evolve ."
17381,1," 679 . Sometimes two or more distinct phenotypes can each have their advantages and be selected for by natural selection , while the intermediate phenotypes are , on average , less fit ."
17382,0," Known as diversifying selection ( [ link ] ) , this is seen in many populations of animals that have multiple male forms ."
17383,0," Large , dominant alpha males obtain mates by brute force , while small males can sneak in for furtive copulations with the females in an alpha male ’s territory ."
17384,0," 682 . The speculation is that large tails carry risk , and only the best males survive that risk : the bigger the tail , the more fit the male ."
17385,0, This idea is known as the handicap principle .
17386,1," 685 . In scientific terms , the evolutionary history and relationship of an organism or group of organisms is called its phylogeny ."
17387,0," A phylogeny describes the relationships of an organism , such as from which organisms it is thought to have evolved , to which species it is most closely related , and so forth ."
17388,0," 688 . In a rooted tree , the branching indicates evolutionary relationships ( [ link ] ) ."
17389,1," The point where a split occurs , called a branch point , represents where a single lineage evolved into a distinct new one ."
17390,1, A lineage that evolved early from the root and remains unbranched is called basal taxon .
17391,1," 691 . When two lineages stem from the same branch point , they are called sister taxa ."
17392,1, A branch with more than two lineages is called a polytomy and serves to illustrate where scientists have not definitively determined all of the relationships .
17393,0," It is important to note that although sister taxa and polytomy do share an ancestor , it does not mean that the groups of organisms split or evolved from each other ."
17394,1," 694 . For example , after the common beginning of all life , scientists divide organisms into three large categories called a domain : Bacteria , Archaea , and Eukarya ."
17395,1, Within each domain is a second category called a kingdom .
17396,0," After kingdoms , the subsequent categories of increasing specificity are : phylum , class , order , family , genus , and species ( [ link ] ) ."
17397,0," 697 . Therefore , the scientific name of the dog is Canis lupus ."
17398,1, The name at each level is also called a taxon .
17399,0," In other words , dogs are in order Carnivora ."
17400,0, 700 . How do scientists construct phylogenetic trees ?
17401,0," After the homologous and analogous traits are sorted , scientists often organize the homologous traits using a system called cladistics ."
17402,1, This system sorts organisms into clades : groups of organisms that descended from a single ancestor .
17403,1, This system sorts organisms into clades : groups of organisms that descended from a single ancestor .
17404,0, 703 . Now consider the amniotic egg characteristic in the same figure .
17405,1," Only some of the organisms in [ link ] have this trait , and to those that do , it is called a shared derived character because this trait derived at some point but does not include all of the ancestors in the tree ."
17406,0, The tricky aspect to shared ancestral and shared derived characters is the fact that these terms are relative .
17407,0, The same trait can be considered one or the other depending on the particular diagram being used .
17408,0," 706 . More recently , a fourth mechanism of gene transfer between prokaryotes has been discovered ."
17409,1," Small , virus - like particles called gene transfer agents ( GTAs ) transfer random genomic segments from one species of prokaryote to another ."
17410,0," GTAs have been shown to be responsible for genetic changes , sometimes at a very high frequency compared to other evolutionary processes ."
17411,1," 709 . The nucleus - first hypothesis proposes that the nucleus evolved in prokaryotes first ( [ link ] a ) , followed by a later fusion of the new eukaryote with bacteria that became mitochondria ."
17412,1," The mitochondria - first hypothesis proposes that mitochondria were first established in a prokaryotic host ( [ link ] b ) , which subsequently acquired a nucleus , by fusion or other mechanisms , to become the first eukaryotic cell ."
17413,1," Most interestingly , the eukaryote - first hypothesis proposes that prokaryotes actually evolved from eukaryotes by losing genes and complexity ( [ link ] c ) ."
17414,1," 712 . Others have proposed abandoning any tree - like model of phylogeny in favor of a ring structure , the so - called “ ring of life ” ( [ link ] ) ; a phylogenetic model where all three domains of life evolved from a pool of primitive prokaryotes ."
17415,1," Lake , again using the conditioned reconstruction algorithm , proposes a ring - like model in which species of all three domains — Archaea , Bacteria , and Eukarya — evolved from a single pool of gene - swapping prokaryotes ."
17416,0," 715 . They therefore lack most of the components of cells , such as organelles , ribosomes , and the plasma membrane ."
17417,1," A virion consists of a nucleic acid core , an outer protein coating or capsid , and sometimes an outer envelope made of protein and phospholipid membranes derived from the host cell ."
17418,0," Viruses may also contain additional proteins , such as enzymes ."
17419,0, 718 . Many viruses use some sort of glycoprotein to attach to their host cells via molecules on the cell called viral receptors ( [ link ] ) .
17420,0," For these viruses , attachment is a requirement for later penetration of the cell membrane , so they can complete their replication inside the cell ."
17421,0, 721 . Group I viruses contain double - stranded DNA ( dsDNA ) as their genome .
17422,0, Their mRNA is produced by transcription in much the same way as with cellular DNA .
17423,0," 724 . The strands separate , and one of them is used as a template for the generation of mRNA using the RNA - dependent RNA polymerase encoded by the virus ."
17424,0, Group IV viruses have ssRNA as their genome with a positive polarity .
17425,0, Positive polarity means that the genomic RNA can serve directly as mRNA .
17426,0," 727 . Multiple , full - length RNA strands of negative polarity ( complimentary to the positive - stranded genomic RNA ) are formed from these intermediates , which may then serve as templates for the production of RNA with positive polarity , including both full - length genomic RNA and shorter viral mRNAs ."
17427,0," Group V viruses contain ssRNA genomes with a negative polarity , meaning that their sequence is complementary to the mRNA ."
17428,0," As with Group IV viruses , dsRNA intermediates are used to make copies of the genome and produce mRNA ."
17429,0, 730 . Viruses can infect only certain species of hosts and only certain cells within that host .
17430,1, Cells that a virus may use to replicate are called permissive .
17431,0," For most viruses , the molecular basis for this specificity is that a particular surface molecule known as the viral receptor must be found on the host cell surface for the virus to attach ."
17432,0," 733 . The symptoms of viral diseases result from the immune response to the virus , which attempts to control and eliminate the virus from the body , and from cell damage caused by the virus ."
17433,1," Many animal viruses , such as HIV ( human immunodeficiency virus ) , leave the infected cells of the immune system by a process known as budding , where virions leave the cell individually ."
17434,0," During the budding process , the cell does not undergo lysis and is not immediately killed ."
17435,1, 736 . Bacteriophages are viruses that infect bacteria ( [ link ] ) .
17436,1," When infection of a cell by a bacteriophage results in the production of new virions , the infection is said to be productive ."
17437,1," If the virions are released by bursting the cell , the virus replicates by means of a lytic cycle ( [ link ] ) ."
17438,1," 739 . For example , when a temperate bacteriophage infects a bacterial cell , it replicates by means of a lysogenic cycle ( [ link ] ) , and the viral genome is incorporated into the genome of the host cell ."
17439,1," When the phage DNA is incorporated into the host cell genome , it is called a prophage ."
17440,0," An example of a lysogenic bacteriophage is the λ ( lambda ) virus , which also infects the E ."
17441,0," 742 . As you will learn in the next module , animal viruses are associated with a variety of human diseases ."
17442,1," Some of them follow the classic pattern of acute disease , where symptoms get increasingly worse for a short period followed by the elimination of the virus from the body by the immune system and eventual recovery from the infection ."
17443,0, Examples of acute viral diseases are the common cold and influenza .
17444,1," 745 . Some animal - infecting viruses , including the hepatitis C virus discussed above , are known as oncogenic viruses : They have the ability to cause cancer ."
17445,1, These viruses interfere with the normal regulation of the host cell cycle either by either introducing genes that stimulate unregulated cell growth ( oncogenes ) or by interfering with the expression of genes that inhibit cell growth .
17446,0, These viruses interfere with the normal regulation of the host cell cycle either by either introducing genes that stimulate unregulated cell growth ( oncogenes ) or by interfering with the expression of genes that inhibit cell growth .
17447,1," 748 . One common symptom is hyperplasia , the abnormal proliferation of cells that causes the appearance of plant tumors known as galls ."
17448,1," Other viruses induce hypoplasia , or decreased cell growth , in the leaves of plants , causing thin , yellow areas to appear ."
